"Notes"	"State"	"State Code"	"Month"	"Month Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Delaware"	"10"	"Aug., 2016"	"2016/08"	"External causes of morbidity and mortality"	"V01-Y89"	11	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Aug., 2016"	"2016/08"			532	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2016"	"2016/09"	"Certain infectious and parasitic diseases"	"A00-B99"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2016"	"2016/09"	"Neoplasms"	"C00-D48"	140	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2016"	"2016/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	29	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2016"	"2016/09"	"Mental and behavioural disorders"	"F01-F99"	35	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2016"	"2016/09"	"Diseases of the nervous system"	"G00-G98"	35	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2016"	"2016/09"	"Diseases of the circulatory system"	"I00-I99"	169	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2016"	"2016/09"	"Diseases of the respiratory system"	"J00-J98"	57	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2016"	"2016/09"	"Diseases of the digestive system"	"K00-K92"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2016"	"2016/09"	"Diseases of the genitourinary system"	"N00-N98"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2016"	"2016/09"	"External causes of morbidity and mortality"	"V01-Y89"	13	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Sep., 2016"	"2016/09"			535	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2016"	"2016/10"	"Certain infectious and parasitic diseases"	"A00-B99"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2016"	"2016/10"	"Neoplasms"	"C00-D48"	126	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2016"	"2016/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2016"	"2016/10"	"Mental and behavioural disorders"	"F01-F99"	38	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2016"	"2016/10"	"Diseases of the nervous system"	"G00-G98"	37	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2016"	"2016/10"	"Diseases of the circulatory system"	"I00-I99"	200	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2016"	"2016/10"	"Diseases of the respiratory system"	"J00-J98"	68	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2016"	"2016/10"	"Diseases of the digestive system"	"K00-K92"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2016"	"2016/10"	"Diseases of the genitourinary system"	"N00-N98"	26	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2016"	"2016/10"	"External causes of morbidity and mortality"	"V01-Y89"	13	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Oct., 2016"	"2016/10"			555	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2016"	"2016/11"	"Certain infectious and parasitic diseases"	"A00-B99"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2016"	"2016/11"	"Neoplasms"	"C00-D48"	128	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2016"	"2016/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	30	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2016"	"2016/11"	"Mental and behavioural disorders"	"F01-F99"	36	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2016"	"2016/11"	"Diseases of the nervous system"	"G00-G98"	46	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2016"	"2016/11"	"Diseases of the circulatory system"	"I00-I99"	205	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2016"	"2016/11"	"Diseases of the respiratory system"	"J00-J98"	60	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2016"	"2016/11"	"Diseases of the digestive system"	"K00-K92"	22	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2016"	"2016/11"	"Diseases of the genitourinary system"	"N00-N98"	16	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2016"	"2016/11"	"External causes of morbidity and mortality"	"V01-Y89"	15	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Nov., 2016"	"2016/11"			578	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2016"	"2016/12"	"Certain infectious and parasitic diseases"	"A00-B99"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2016"	"2016/12"	"Neoplasms"	"C00-D48"	140	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2016"	"2016/12"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	25	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2016"	"2016/12"	"Mental and behavioural disorders"	"F01-F99"	44	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2016"	"2016/12"	"Diseases of the nervous system"	"G00-G98"	49	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2016"	"2016/12"	"Diseases of the circulatory system"	"I00-I99"	182	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2016"	"2016/12"	"Diseases of the respiratory system"	"J00-J98"	59	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2016"	"2016/12"	"Diseases of the digestive system"	"K00-K92"	16	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2016"	"2016/12"	"Diseases of the genitourinary system"	"N00-N98"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2016"	"2016/12"	"External causes of morbidity and mortality"	"V01-Y89"	18	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Dec., 2016"	"2016/12"			582	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2017"	"2017/01"	"Certain infectious and parasitic diseases"	"A00-B99"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2017"	"2017/01"	"Neoplasms"	"C00-D48"	137	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2017"	"2017/01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	30	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2017"	"2017/01"	"Mental and behavioural disorders"	"F01-F99"	40	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2017"	"2017/01"	"Diseases of the nervous system"	"G00-G98"	73	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2017"	"2017/01"	"Diseases of the circulatory system"	"I00-I99"	209	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2017"	"2017/01"	"Diseases of the respiratory system"	"J00-J98"	79	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2017"	"2017/01"	"Diseases of the digestive system"	"K00-K92"	25	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2017"	"2017/01"	"Diseases of the genitourinary system"	"N00-N98"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2017"	"2017/01"	"External causes of morbidity and mortality"	"V01-Y89"	18	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Jan., 2017"	"2017/01"			659	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2017"	"2017/02"	"Certain infectious and parasitic diseases"	"A00-B99"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2017"	"2017/02"	"Neoplasms"	"C00-D48"	121	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2017"	"2017/02"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2017"	"2017/02"	"Mental and behavioural disorders"	"F01-F99"	30	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2017"	"2017/02"	"Diseases of the nervous system"	"G00-G98"	55	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2017"	"2017/02"	"Diseases of the circulatory system"	"I00-I99"	186	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2017"	"2017/02"	"Diseases of the respiratory system"	"J00-J98"	69	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2017"	"2017/02"	"Diseases of the digestive system"	"K00-K92"	20	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2017"	"2017/02"	"Diseases of the genitourinary system"	"N00-N98"	16	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2017"	"2017/02"	"External causes of morbidity and mortality"	"V01-Y89"	14	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Feb., 2017"	"2017/02"			554	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2017"	"2017/03"	"Certain infectious and parasitic diseases"	"A00-B99"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2017"	"2017/03"	"Neoplasms"	"C00-D48"	139	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2017"	"2017/03"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	35	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2017"	"2017/03"	"Mental and behavioural disorders"	"F01-F99"	51	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2017"	"2017/03"	"Diseases of the nervous system"	"G00-G98"	62	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2017"	"2017/03"	"Diseases of the circulatory system"	"I00-I99"	191	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2017"	"2017/03"	"Diseases of the respiratory system"	"J00-J98"	63	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2017"	"2017/03"	"Diseases of the digestive system"	"K00-K92"	20	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2017"	"2017/03"	"Diseases of the genitourinary system"	"N00-N98"	28	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2017"	"2017/03"	"External causes of morbidity and mortality"	"V01-Y89"	20	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Mar., 2017"	"2017/03"			626	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2017"	"2017/04"	"Certain infectious and parasitic diseases"	"A00-B99"	16	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2017"	"2017/04"	"Neoplasms"	"C00-D48"	113	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2017"	"2017/04"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2017"	"2017/04"	"Mental and behavioural disorders"	"F01-F99"	40	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2017"	"2017/04"	"Diseases of the nervous system"	"G00-G98"	43	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2017"	"2017/04"	"Diseases of the circulatory system"	"I00-I99"	191	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2017"	"2017/04"	"Diseases of the respiratory system"	"J00-J98"	73	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2017"	"2017/04"	"Diseases of the digestive system"	"K00-K92"	21	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2017"	"2017/04"	"Diseases of the genitourinary system"	"N00-N98"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2017"	"2017/04"	"External causes of morbidity and mortality"	"V01-Y89"	19	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Apr., 2017"	"2017/04"			558	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2017"	"2017/05"	"Certain infectious and parasitic diseases"	"A00-B99"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2017"	"2017/05"	"Neoplasms"	"C00-D48"	110	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2017"	"2017/05"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	21	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2017"	"2017/05"	"Mental and behavioural disorders"	"F01-F99"	29	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2017"	"2017/05"	"Diseases of the nervous system"	"G00-G98"	43	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2017"	"2017/05"	"Diseases of the circulatory system"	"I00-I99"	163	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2017"	"2017/05"	"Diseases of the respiratory system"	"J00-J98"	60	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2017"	"2017/05"	"Diseases of the digestive system"	"K00-K92"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2017"	"2017/05"	"Diseases of the genitourinary system"	"N00-N98"	22	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"May, 2017"	"2017/05"			496	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2017"	"2017/06"	"Certain infectious and parasitic diseases"	"A00-B99"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2017"	"2017/06"	"Neoplasms"	"C00-D48"	114	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2017"	"2017/06"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	21	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2017"	"2017/06"	"Mental and behavioural disorders"	"F01-F99"	27	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2017"	"2017/06"	"Diseases of the nervous system"	"G00-G98"	43	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2017"	"2017/06"	"Diseases of the circulatory system"	"I00-I99"	161	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2017"	"2017/06"	"Diseases of the respiratory system"	"J00-J98"	48	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2017"	"2017/06"	"Diseases of the digestive system"	"K00-K92"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2017"	"2017/06"	"Diseases of the genitourinary system"	"N00-N98"	16	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Jun., 2017"	"2017/06"			476	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2017"	"2017/07"	"Certain infectious and parasitic diseases"	"A00-B99"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2017"	"2017/07"	"Neoplasms"	"C00-D48"	134	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2017"	"2017/07"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	22	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2017"	"2017/07"	"Mental and behavioural disorders"	"F01-F99"	25	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2017"	"2017/07"	"Diseases of the nervous system"	"G00-G98"	36	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2017"	"2017/07"	"Diseases of the circulatory system"	"I00-I99"	192	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2017"	"2017/07"	"Diseases of the respiratory system"	"J00-J98"	55	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2017"	"2017/07"	"Diseases of the genitourinary system"	"N00-N98"	20	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Jul., 2017"	"2017/07"			517	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2017"	"2017/08"	"Certain infectious and parasitic diseases"	"A00-B99"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2017"	"2017/08"	"Neoplasms"	"C00-D48"	130	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2017"	"2017/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	24	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2017"	"2017/08"	"Mental and behavioural disorders"	"F01-F99"	37	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2017"	"2017/08"	"Diseases of the nervous system"	"G00-G98"	40	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2017"	"2017/08"	"Diseases of the circulatory system"	"I00-I99"	176	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2017"	"2017/08"	"Diseases of the respiratory system"	"J00-J98"	51	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2017"	"2017/08"	"Diseases of the digestive system"	"K00-K92"	16	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2017"	"2017/08"	"Diseases of the genitourinary system"	"N00-N98"	16	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2017"	"2017/08"	"External causes of morbidity and mortality"	"V01-Y89"	13	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Aug., 2017"	"2017/08"			522	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2017"	"2017/09"	"Certain infectious and parasitic diseases"	"A00-B99"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2017"	"2017/09"	"Neoplasms"	"C00-D48"	133	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2017"	"2017/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	20	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2017"	"2017/09"	"Mental and behavioural disorders"	"F01-F99"	29	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2017"	"2017/09"	"Diseases of the nervous system"	"G00-G98"	41	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2017"	"2017/09"	"Diseases of the circulatory system"	"I00-I99"	172	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2017"	"2017/09"	"Diseases of the respiratory system"	"J00-J98"	45	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2017"	"2017/09"	"Diseases of the digestive system"	"K00-K92"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2017"	"2017/09"	"Diseases of the genitourinary system"	"N00-N98"	28	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Sep., 2017"	"2017/09"			506	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2017"	"2017/10"	"Neoplasms"	"C00-D48"	142	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2017"	"2017/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	25	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2017"	"2017/10"	"Mental and behavioural disorders"	"F01-F99"	25	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2017"	"2017/10"	"Diseases of the nervous system"	"G00-G98"	44	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2017"	"2017/10"	"Diseases of the circulatory system"	"I00-I99"	189	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2017"	"2017/10"	"Diseases of the respiratory system"	"J00-J98"	61	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2017"	"2017/10"	"Diseases of the digestive system"	"K00-K92"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2017"	"2017/10"	"Diseases of the genitourinary system"	"N00-N98"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2017"	"2017/10"	"External causes of morbidity and mortality"	"V01-Y89"	14	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Oct., 2017"	"2017/10"			545	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2017"	"2017/11"	"Certain infectious and parasitic diseases"	"A00-B99"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2017"	"2017/11"	"Neoplasms"	"C00-D48"	128	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2017"	"2017/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	22	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2017"	"2017/11"	"Mental and behavioural disorders"	"F01-F99"	36	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2017"	"2017/11"	"Diseases of the nervous system"	"G00-G98"	64	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2017"	"2017/11"	"Diseases of the circulatory system"	"I00-I99"	190	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2017"	"2017/11"	"Diseases of the respiratory system"	"J00-J98"	77	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2017"	"2017/11"	"Diseases of the digestive system"	"K00-K92"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2017"	"2017/11"	"Diseases of the genitourinary system"	"N00-N98"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2017"	"2017/11"	"External causes of morbidity and mortality"	"V01-Y89"	14	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Nov., 2017"	"2017/11"			594	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2017"	"2017/12"	"Certain infectious and parasitic diseases"	"A00-B99"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2017"	"2017/12"	"Neoplasms"	"C00-D48"	149	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2017"	"2017/12"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	27	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2017"	"2017/12"	"Mental and behavioural disorders"	"F01-F99"	51	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2017"	"2017/12"	"Diseases of the nervous system"	"G00-G98"	58	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2017"	"2017/12"	"Diseases of the circulatory system"	"I00-I99"	214	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2017"	"2017/12"	"Diseases of the respiratory system"	"J00-J98"	80	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2017"	"2017/12"	"Diseases of the digestive system"	"K00-K92"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2017"	"2017/12"	"Diseases of the genitourinary system"	"N00-N98"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2017"	"2017/12"	"External causes of morbidity and mortality"	"V01-Y89"	16	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Dec., 2017"	"2017/12"			661	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"					13269	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jan., 2016"	"2016/01"	"Certain infectious and parasitic diseases"	"A00-B99"	10	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jan., 2016"	"2016/01"	"Neoplasms"	"C00-D48"	59	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jan., 2016"	"2016/01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	17	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jan., 2016"	"2016/01"	"Mental and behavioural disorders"	"F01-F99"	14	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jan., 2016"	"2016/01"	"Diseases of the nervous system"	"G00-G98"	25	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jan., 2016"	"2016/01"	"Diseases of the circulatory system"	"I00-I99"	136	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jan., 2016"	"2016/01"	"Diseases of the respiratory system"	"J00-J98"	27	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jan., 2016"	"2016/01"	"External causes of morbidity and mortality"	"V01-Y89"	10	Not Applicable	Not Applicable
"Total"	"District of Columbia"	"11"	"Jan., 2016"	"2016/01"			320	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Feb., 2016"	"2016/02"	"Certain infectious and parasitic diseases"	"A00-B99"	12	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Feb., 2016"	"2016/02"	"Neoplasms"	"C00-D48"	52	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Feb., 2016"	"2016/02"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	14	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Feb., 2016"	"2016/02"	"Mental and behavioural disorders"	"F01-F99"	14	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Feb., 2016"	"2016/02"	"Diseases of the nervous system"	"G00-G98"	18	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Feb., 2016"	"2016/02"	"Diseases of the circulatory system"	"I00-I99"	94	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Feb., 2016"	"2016/02"	"Diseases of the respiratory system"	"J00-J98"	25	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Feb., 2016"	"2016/02"	"Diseases of the genitourinary system"	"N00-N98"	11	Not Applicable	Not Applicable
"Total"	"District of Columbia"	"11"	"Feb., 2016"	"2016/02"			259	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Mar., 2016"	"2016/03"	"Certain infectious and parasitic diseases"	"A00-B99"	10	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Mar., 2016"	"2016/03"	"Neoplasms"	"C00-D48"	50	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Mar., 2016"	"2016/03"	"Mental and behavioural disorders"	"F01-F99"	13	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Mar., 2016"	"2016/03"	"Diseases of the nervous system"	"G00-G98"	16	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Mar., 2016"	"2016/03"	"Diseases of the circulatory system"	"I00-I99"	126	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Mar., 2016"	"2016/03"	"Diseases of the respiratory system"	"J00-J98"	24	Not Applicable	Not Applicable
"Total"	"District of Columbia"	"11"	"Mar., 2016"	"2016/03"			272	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Apr., 2016"	"2016/04"	"Neoplasms"	"C00-D48"	54	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Apr., 2016"	"2016/04"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	13	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Apr., 2016"	"2016/04"	"Mental and behavioural disorders"	"F01-F99"	21	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Apr., 2016"	"2016/04"	"Diseases of the nervous system"	"G00-G98"	22	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Apr., 2016"	"2016/04"	"Diseases of the circulatory system"	"I00-I99"	108	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Apr., 2016"	"2016/04"	"Diseases of the respiratory system"	"J00-J98"	11	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Apr., 2016"	"2016/04"	"Diseases of the genitourinary system"	"N00-N98"	11	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Apr., 2016"	"2016/04"	"External causes of morbidity and mortality"	"V01-Y89"	13	Not Applicable	Not Applicable
"Total"	"District of Columbia"	"11"	"Apr., 2016"	"2016/04"			275	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"May, 2016"	"2016/05"	"Neoplasms"	"C00-D48"	52	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"May, 2016"	"2016/05"	"Mental and behavioural disorders"	"F01-F99"	13	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"May, 2016"	"2016/05"	"Diseases of the circulatory system"	"I00-I99"	95	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"May, 2016"	"2016/05"	"Diseases of the respiratory system"	"J00-J98"	11	Not Applicable	Not Applicable
