"Notes"	"State"	"State Code"	"Month"	"Month Code"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Connecticut"	"09"	"Oct., 2016"	"2016/10"	"Diseases of the digestive system"	"K00-K92"	89	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2016"	"2016/10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	12	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2016"	"2016/10"	"Diseases of the genitourinary system"	"N00-N98"	71	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2016"	"2016/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	37	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2016"	"2016/10"	"External causes of morbidity and mortality"	"V01-Y89"	206	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"	"Oct., 2016"	"2016/10"			2569	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2016"	"2016/11"	"Certain infectious and parasitic diseases"	"A00-B99"	69	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2016"	"2016/11"	"Neoplasms"	"C00-D48"	605	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2016"	"2016/11"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	15	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2016"	"2016/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	110	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2016"	"2016/11"	"Mental and behavioural disorders"	"F01-F99"	208	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2016"	"2016/11"	"Diseases of the nervous system"	"G00-G98"	187	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2016"	"2016/11"	"Diseases of the circulatory system"	"I00-I99"	755	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2016"	"2016/11"	"Diseases of the respiratory system"	"J00-J98"	230	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2016"	"2016/11"	"Diseases of the digestive system"	"K00-K92"	114	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2016"	"2016/11"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	18	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2016"	"2016/11"	"Diseases of the genitourinary system"	"N00-N98"	60	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2016"	"2016/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	39	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2016"	"2016/11"	"External causes of morbidity and mortality"	"V01-Y89"	245	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"	"Nov., 2016"	"2016/11"			2676	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2016"	"2016/12"	"Certain infectious and parasitic diseases"	"A00-B99"	83	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2016"	"2016/12"	"Neoplasms"	"C00-D48"	579	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2016"	"2016/12"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	122	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2016"	"2016/12"	"Mental and behavioural disorders"	"F01-F99"	235	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2016"	"2016/12"	"Diseases of the nervous system"	"G00-G98"	183	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2016"	"2016/12"	"Diseases of the circulatory system"	"I00-I99"	825	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2016"	"2016/12"	"Diseases of the respiratory system"	"J00-J98"	259	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2016"	"2016/12"	"Diseases of the digestive system"	"K00-K92"	130	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2016"	"2016/12"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	14	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2016"	"2016/12"	"Diseases of the genitourinary system"	"N00-N98"	64	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2016"	"2016/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	45	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2016"	"2016/12"	"External causes of morbidity and mortality"	"V01-Y89"	228	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"	"Dec., 2016"	"2016/12"			2791	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jan., 2017"	"2017/01"	"Certain infectious and parasitic diseases"	"A00-B99"	102	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jan., 2017"	"2017/01"	"Neoplasms"	"C00-D48"	572	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jan., 2017"	"2017/01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	14	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jan., 2017"	"2017/01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	130	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jan., 2017"	"2017/01"	"Mental and behavioural disorders"	"F01-F99"	235	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jan., 2017"	"2017/01"	"Diseases of the nervous system"	"G00-G98"	191	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jan., 2017"	"2017/01"	"Diseases of the circulatory system"	"I00-I99"	836	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jan., 2017"	"2017/01"	"Diseases of the respiratory system"	"J00-J98"	311	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jan., 2017"	"2017/01"	"Diseases of the digestive system"	"K00-K92"	126	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jan., 2017"	"2017/01"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	12	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jan., 2017"	"2017/01"	"Diseases of the genitourinary system"	"N00-N98"	86	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jan., 2017"	"2017/01"	"Certain conditions originating in the perinatal period"	"P00-P96"	12	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jan., 2017"	"2017/01"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	10	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jan., 2017"	"2017/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	37	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jan., 2017"	"2017/01"	"External causes of morbidity and mortality"	"V01-Y89"	233	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"	"Jan., 2017"	"2017/01"			2909	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Feb., 2017"	"2017/02"	"Certain infectious and parasitic diseases"	"A00-B99"	81	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Feb., 2017"	"2017/02"	"Neoplasms"	"C00-D48"	531	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Feb., 2017"	"2017/02"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	17	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Feb., 2017"	"2017/02"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	107	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Feb., 2017"	"2017/02"	"Mental and behavioural disorders"	"F01-F99"	218	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Feb., 2017"	"2017/02"	"Diseases of the nervous system"	"G00-G98"	187	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Feb., 2017"	"2017/02"	"Diseases of the circulatory system"	"I00-I99"	833	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Feb., 2017"	"2017/02"	"Diseases of the respiratory system"	"J00-J98"	346	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Feb., 2017"	"2017/02"	"Diseases of the digestive system"	"K00-K92"	110	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Feb., 2017"	"2017/02"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	14	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Feb., 2017"	"2017/02"	"Diseases of the genitourinary system"	"N00-N98"	60	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Feb., 2017"	"2017/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	32	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Feb., 2017"	"2017/02"	"External causes of morbidity and mortality"	"V01-Y89"	200	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"	"Feb., 2017"	"2017/02"			2749	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Mar., 2017"	"2017/03"	"Certain infectious and parasitic diseases"	"A00-B99"	105	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Mar., 2017"	"2017/03"	"Neoplasms"	"C00-D48"	579	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Mar., 2017"	"2017/03"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	119	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Mar., 2017"	"2017/03"	"Mental and behavioural disorders"	"F01-F99"	214	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Mar., 2017"	"2017/03"	"Diseases of the nervous system"	"G00-G98"	182	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Mar., 2017"	"2017/03"	"Diseases of the circulatory system"	"I00-I99"	831	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Mar., 2017"	"2017/03"	"Diseases of the respiratory system"	"J00-J98"	302	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Mar., 2017"	"2017/03"	"Diseases of the digestive system"	"K00-K92"	101	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Mar., 2017"	"2017/03"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	19	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Mar., 2017"	"2017/03"	"Diseases of the genitourinary system"	"N00-N98"	62	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Mar., 2017"	"2017/03"	"Certain conditions originating in the perinatal period"	"P00-P96"	10	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Mar., 2017"	"2017/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	33	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Mar., 2017"	"2017/03"	"External causes of morbidity and mortality"	"V01-Y89"	211	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"	"Mar., 2017"	"2017/03"			2788	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Apr., 2017"	"2017/04"	"Certain infectious and parasitic diseases"	"A00-B99"	79	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Apr., 2017"	"2017/04"	"Neoplasms"	"C00-D48"	547	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Apr., 2017"	"2017/04"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	14	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Apr., 2017"	"2017/04"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	107	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Apr., 2017"	"2017/04"	"Mental and behavioural disorders"	"F01-F99"	187	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Apr., 2017"	"2017/04"	"Diseases of the nervous system"	"G00-G98"	175	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Apr., 2017"	"2017/04"	"Diseases of the circulatory system"	"I00-I99"	797	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Apr., 2017"	"2017/04"	"Diseases of the respiratory system"	"J00-J98"	286	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Apr., 2017"	"2017/04"	"Diseases of the digestive system"	"K00-K92"	105	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Apr., 2017"	"2017/04"	"Diseases of the genitourinary system"	"N00-N98"	81	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Apr., 2017"	"2017/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	27	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Apr., 2017"	"2017/04"	"External causes of morbidity and mortality"	"V01-Y89"	211	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"	"Apr., 2017"	"2017/04"			2645	Not Applicable	Not Applicable
	"Connecticut"	"09"	"May, 2017"	"2017/05"	"Certain infectious and parasitic diseases"	"A00-B99"	87	Not Applicable	Not Applicable
	"Connecticut"	"09"	"May, 2017"	"2017/05"	"Neoplasms"	"C00-D48"	586	Not Applicable	Not Applicable
	"Connecticut"	"09"	"May, 2017"	"2017/05"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	17	Not Applicable	Not Applicable
	"Connecticut"	"09"	"May, 2017"	"2017/05"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	81	Not Applicable	Not Applicable
	"Connecticut"	"09"	"May, 2017"	"2017/05"	"Mental and behavioural disorders"	"F01-F99"	187	Not Applicable	Not Applicable
	"Connecticut"	"09"	"May, 2017"	"2017/05"	"Diseases of the nervous system"	"G00-G98"	140	Not Applicable	Not Applicable
	"Connecticut"	"09"	"May, 2017"	"2017/05"	"Diseases of the circulatory system"	"I00-I99"	721	Not Applicable	Not Applicable
	"Connecticut"	"09"	"May, 2017"	"2017/05"	"Diseases of the respiratory system"	"J00-J98"	257	Not Applicable	Not Applicable
	"Connecticut"	"09"	"May, 2017"	"2017/05"	"Diseases of the digestive system"	"K00-K92"	93	Not Applicable	Not Applicable
	"Connecticut"	"09"	"May, 2017"	"2017/05"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	12	Not Applicable	Not Applicable
	"Connecticut"	"09"	"May, 2017"	"2017/05"	"Diseases of the genitourinary system"	"N00-N98"	59	Not Applicable	Not Applicable
	"Connecticut"	"09"	"May, 2017"	"2017/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	17	Not Applicable	Not Applicable
	"Connecticut"	"09"	"May, 2017"	"2017/05"	"External causes of morbidity and mortality"	"V01-Y89"	228	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"	"May, 2017"	"2017/05"			2498	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jun., 2017"	"2017/06"	"Certain infectious and parasitic diseases"	"A00-B99"	80	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jun., 2017"	"2017/06"	"Neoplasms"	"C00-D48"	574	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jun., 2017"	"2017/06"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	12	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jun., 2017"	"2017/06"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	91	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jun., 2017"	"2017/06"	"Mental and behavioural disorders"	"F01-F99"	155	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jun., 2017"	"2017/06"	"Diseases of the nervous system"	"G00-G98"	159	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jun., 2017"	"2017/06"	"Diseases of the circulatory system"	"I00-I99"	737	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jun., 2017"	"2017/06"	"Diseases of the respiratory system"	"J00-J98"	231	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jun., 2017"	"2017/06"	"Diseases of the digestive system"	"K00-K92"	91	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jun., 2017"	"2017/06"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	11	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jun., 2017"	"2017/06"	"Diseases of the genitourinary system"	"N00-N98"	75	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jun., 2017"	"2017/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	29	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jun., 2017"	"2017/06"	"External causes of morbidity and mortality"	"V01-Y89"	226	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"	"Jun., 2017"	"2017/06"			2489	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jul., 2017"	"2017/07"	"Certain infectious and parasitic diseases"	"A00-B99"	66	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jul., 2017"	"2017/07"	"Neoplasms"	"C00-D48"	587	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jul., 2017"	"2017/07"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	15	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jul., 2017"	"2017/07"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	95	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jul., 2017"	"2017/07"	"Mental and behavioural disorders"	"F01-F99"	169	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jul., 2017"	"2017/07"	"Diseases of the nervous system"	"G00-G98"	162	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jul., 2017"	"2017/07"	"Diseases of the circulatory system"	"I00-I99"	678	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jul., 2017"	"2017/07"	"Diseases of the respiratory system"	"J00-J98"	229	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jul., 2017"	"2017/07"	"Diseases of the digestive system"	"K00-K92"	85	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jul., 2017"	"2017/07"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	15	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jul., 2017"	"2017/07"	"Diseases of the genitourinary system"	"N00-N98"	62	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jul., 2017"	"2017/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	30	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jul., 2017"	"2017/07"	"External causes of morbidity and mortality"	"V01-Y89"	233	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"	"Jul., 2017"	"2017/07"			2441	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Aug., 2017"	"2017/08"	"Certain infectious and parasitic diseases"	"A00-B99"	67	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Aug., 2017"	"2017/08"	"Neoplasms"	"C00-D48"	533	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Aug., 2017"	"2017/08"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	11	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Aug., 2017"	"2017/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	71	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Aug., 2017"	"2017/08"	"Mental and behavioural disorders"	"F01-F99"	155	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Aug., 2017"	"2017/08"	"Diseases of the nervous system"	"G00-G98"	119	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Aug., 2017"	"2017/08"	"Diseases of the circulatory system"	"I00-I99"	727	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Aug., 2017"	"2017/08"	"Diseases of the respiratory system"	"J00-J98"	214	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Aug., 2017"	"2017/08"	"Diseases of the digestive system"	"K00-K92"	106	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Aug., 2017"	"2017/08"	"Diseases of the genitourinary system"	"N00-N98"	61	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Aug., 2017"	"2017/08"	"Certain conditions originating in the perinatal period"	"P00-P96"	10	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Aug., 2017"	"2017/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	32	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Aug., 2017"	"2017/08"	"External causes of morbidity and mortality"	"V01-Y89"	245	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"	"Aug., 2017"	"2017/08"			2371	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Sep., 2017"	"2017/09"	"Certain infectious and parasitic diseases"	"A00-B99"	67	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Sep., 2017"	"2017/09"	"Neoplasms"	"C00-D48"	531	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Sep., 2017"	"2017/09"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	10	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Sep., 2017"	"2017/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	90	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Sep., 2017"	"2017/09"	"Mental and behavioural disorders"	"F01-F99"	175	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Sep., 2017"	"2017/09"	"Diseases of the nervous system"	"G00-G98"	160	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Sep., 2017"	"2017/09"	"Diseases of the circulatory system"	"I00-I99"	724	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Sep., 2017"	"2017/09"	"Diseases of the respiratory system"	"J00-J98"	225	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Sep., 2017"	"2017/09"	"Diseases of the digestive system"	"K00-K92"	89	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Sep., 2017"	"2017/09"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	12	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Sep., 2017"	"2017/09"	"Diseases of the genitourinary system"	"N00-N98"	62	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Sep., 2017"	"2017/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	38	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Sep., 2017"	"2017/09"	"External causes of morbidity and mortality"	"V01-Y89"	213	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"	"Sep., 2017"	"2017/09"			2410	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2017"	"2017/10"	"Certain infectious and parasitic diseases"	"A00-B99"	57	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2017"	"2017/10"	"Neoplasms"	"C00-D48"	560	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2017"	"2017/10"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	14	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2017"	"2017/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	84	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2017"	"2017/10"	"Mental and behavioural disorders"	"F01-F99"	212	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2017"	"2017/10"	"Diseases of the nervous system"	"G00-G98"	149	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2017"	"2017/10"	"Diseases of the circulatory system"	"I00-I99"	763	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2017"	"2017/10"	"Diseases of the respiratory system"	"J00-J98"	238	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2017"	"2017/10"	"Diseases of the digestive system"	"K00-K92"	112	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2017"	"2017/10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	15	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2017"	"2017/10"	"Diseases of the genitourinary system"	"N00-N98"	50	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2017"	"2017/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	33	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Oct., 2017"	"2017/10"	"External causes of morbidity and mortality"	"V01-Y89"	220	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"	"Oct., 2017"	"2017/10"			2518	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2017"	"2017/11"	"Certain infectious and parasitic diseases"	"A00-B99"	63	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2017"	"2017/11"	"Neoplasms"	"C00-D48"	568	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2017"	"2017/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	108	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2017"	"2017/11"	"Mental and behavioural disorders"	"F01-F99"	216	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2017"	"2017/11"	"Diseases of the nervous system"	"G00-G98"	188	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2017"	"2017/11"	"Diseases of the circulatory system"	"I00-I99"	766	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2017"	"2017/11"	"Diseases of the respiratory system"	"J00-J98"	234	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2017"	"2017/11"	"Diseases of the digestive system"	"K00-K92"	109	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2017"	"2017/11"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	15	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2017"	"2017/11"	"Diseases of the genitourinary system"	"N00-N98"	63	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2017"	"2017/11"	"Certain conditions originating in the perinatal period"	"P00-P96"	11	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2017"	"2017/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	31	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Nov., 2017"	"2017/11"	"External causes of morbidity and mortality"	"V01-Y89"	196	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"	"Nov., 2017"	"2017/11"			2586	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2017"	"2017/12"	"Certain infectious and parasitic diseases"	"A00-B99"	88	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2017"	"2017/12"	"Neoplasms"	"C00-D48"	643	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2017"	"2017/12"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	14	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2017"	"2017/12"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	120	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2017"	"2017/12"	"Mental and behavioural disorders"	"F01-F99"	234	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2017"	"2017/12"	"Diseases of the nervous system"	"G00-G98"	183	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2017"	"2017/12"	"Diseases of the circulatory system"	"I00-I99"	836	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2017"	"2017/12"	"Diseases of the respiratory system"	"J00-J98"	267	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Dec., 2017"	"2017/12"	"Diseases of the digestive system"	"K00-K92"	106	Not Applicable	Not Applicable
