"Notes"	"State"	"State Code"	"Month"	"Month Code"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Colorado"	"08"	"Aug., 2018"	"2018/08"	"External causes of morbidity and mortality"	"V01-Y89"	406	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"	"Aug., 2018"	"2018/08"			3157	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"Certain infectious and parasitic diseases"	"A00-B99"	61	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"Neoplasms"	"C00-D48"	669	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	16	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	111	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"Mental and behavioural disorders"	"F01-F99"	148	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"Diseases of the nervous system"	"G00-G98"	257	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"Diseases of the circulatory system"	"I00-I99"	787	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"Diseases of the respiratory system"	"J00-J98"	256	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"Diseases of the digestive system"	"K00-K92"	155	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	28	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"Diseases of the genitourinary system"	"N00-N98"	42	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"Certain conditions originating in the perinatal period"	"P00-P96"	19	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	14	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	19	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"External causes of morbidity and mortality"	"V01-Y89"	392	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"	"Sep., 2018"	"2018/09"			2979	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"Certain infectious and parasitic diseases"	"A00-B99"	71	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"Neoplasms"	"C00-D48"	686	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	10	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	155	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"Mental and behavioural disorders"	"F01-F99"	185	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"Diseases of the nervous system"	"G00-G98"	266	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"Diseases of the circulatory system"	"I00-I99"	851	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"Diseases of the respiratory system"	"J00-J98"	288	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"Diseases of the digestive system"	"K00-K92"	149	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	24	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"Diseases of the genitourinary system"	"N00-N98"	54	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"Certain conditions originating in the perinatal period"	"P00-P96"	16	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	14	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	28	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"External causes of morbidity and mortality"	"V01-Y89"	417	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"	"Oct., 2018"	"2018/10"			3219	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"Certain infectious and parasitic diseases"	"A00-B99"	57	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"Neoplasms"	"C00-D48"	679	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	165	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"Mental and behavioural disorders"	"F01-F99"	180	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"Diseases of the nervous system"	"G00-G98"	273	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"Diseases of the circulatory system"	"I00-I99"	853	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"Diseases of the respiratory system"	"J00-J98"	320	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"Diseases of the digestive system"	"K00-K92"	151	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	11	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	13	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"Diseases of the genitourinary system"	"N00-N98"	74	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"Certain conditions originating in the perinatal period"	"P00-P96"	13	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	12	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	17	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"External causes of morbidity and mortality"	"V01-Y89"	358	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"	"Nov., 2018"	"2018/11"			3184	Not Applicable	Not Applicable
	"Colorado"	"08"	"Dec., 2018"	"2018/12"	"Certain infectious and parasitic diseases"	"A00-B99"	59	Not Applicable	Not Applicable
	"Colorado"	"08"	"Dec., 2018"	"2018/12"	"Neoplasms"	"C00-D48"	698	Not Applicable	Not Applicable
	"Colorado"	"08"	"Dec., 2018"	"2018/12"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	174	Not Applicable	Not Applicable
	"Colorado"	"08"	"Dec., 2018"	"2018/12"	"Mental and behavioural disorders"	"F01-F99"	188	Not Applicable	Not Applicable
	"Colorado"	"08"	"Dec., 2018"	"2018/12"	"Diseases of the nervous system"	"G00-G98"	302	Not Applicable	Not Applicable
	"Colorado"	"08"	"Dec., 2018"	"2018/12"	"Diseases of the circulatory system"	"I00-I99"	917	Not Applicable	Not Applicable
	"Colorado"	"08"	"Dec., 2018"	"2018/12"	"Diseases of the respiratory system"	"J00-J98"	324	Not Applicable	Not Applicable
	"Colorado"	"08"	"Dec., 2018"	"2018/12"	"Diseases of the digestive system"	"K00-K92"	156	Not Applicable	Not Applicable
	"Colorado"	"08"	"Dec., 2018"	"2018/12"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	23	Not Applicable	Not Applicable
	"Colorado"	"08"	"Dec., 2018"	"2018/12"	"Diseases of the genitourinary system"	"N00-N98"	75	Not Applicable	Not Applicable
	"Colorado"	"08"	"Dec., 2018"	"2018/12"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	12	Not Applicable	Not Applicable
	"Colorado"	"08"	"Dec., 2018"	"2018/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	30	Not Applicable	Not Applicable
	"Colorado"	"08"	"Dec., 2018"	"2018/12"	"External causes of morbidity and mortality"	"V01-Y89"	384	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"	"Dec., 2018"	"2018/12"			3362	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2019"	"2019/01"	"Certain infectious and parasitic diseases"	"A00-B99"	78	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2019"	"2019/01"	"Neoplasms"	"C00-D48"	701	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2019"	"2019/01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	15	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2019"	"2019/01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	176	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2019"	"2019/01"	"Mental and behavioural disorders"	"F01-F99"	163	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2019"	"2019/01"	"Diseases of the nervous system"	"G00-G98"	317	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2019"	"2019/01"	"Diseases of the circulatory system"	"I00-I99"	988	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2019"	"2019/01"	"Diseases of the respiratory system"	"J00-J98"	380	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2019"	"2019/01"	"Diseases of the digestive system"	"K00-K92"	190	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2019"	"2019/01"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	19	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2019"	"2019/01"	"Diseases of the genitourinary system"	"N00-N98"	77	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2019"	"2019/01"	"Certain conditions originating in the perinatal period"	"P00-P96"	15	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2019"	"2019/01"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	13	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2019"	"2019/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	18	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2019"	"2019/01"	"External causes of morbidity and mortality"	"V01-Y89"	398	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"	"Jan., 2019"	"2019/01"			3553	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2019"	"2019/02"	"Certain infectious and parasitic diseases"	"A00-B99"	56	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2019"	"2019/02"	"Neoplasms"	"C00-D48"	621	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2019"	"2019/02"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	162	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2019"	"2019/02"	"Mental and behavioural disorders"	"F01-F99"	142	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2019"	"2019/02"	"Diseases of the nervous system"	"G00-G98"	295	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2019"	"2019/02"	"Diseases of the circulatory system"	"I00-I99"	886	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2019"	"2019/02"	"Diseases of the respiratory system"	"J00-J98"	361	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2019"	"2019/02"	"Diseases of the digestive system"	"K00-K92"	160	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2019"	"2019/02"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	17	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2019"	"2019/02"	"Diseases of the genitourinary system"	"N00-N98"	75	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2019"	"2019/02"	"Certain conditions originating in the perinatal period"	"P00-P96"	11	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2019"	"2019/02"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	13	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2019"	"2019/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	27	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2019"	"2019/02"	"External causes of morbidity and mortality"	"V01-Y89"	347	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"	"Feb., 2019"	"2019/02"			3185	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2019"	"2019/03"	"Certain infectious and parasitic diseases"	"A00-B99"	68	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2019"	"2019/03"	"Neoplasms"	"C00-D48"	707	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2019"	"2019/03"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	10	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2019"	"2019/03"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	159	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2019"	"2019/03"	"Mental and behavioural disorders"	"F01-F99"	186	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2019"	"2019/03"	"Diseases of the nervous system"	"G00-G98"	336	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2019"	"2019/03"	"Diseases of the circulatory system"	"I00-I99"	939	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2019"	"2019/03"	"Diseases of the respiratory system"	"J00-J98"	430	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2019"	"2019/03"	"Diseases of the digestive system"	"K00-K92"	166	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2019"	"2019/03"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	25	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2019"	"2019/03"	"Diseases of the genitourinary system"	"N00-N98"	69	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2019"	"2019/03"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	14	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2019"	"2019/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	17	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2019"	"2019/03"	"External causes of morbidity and mortality"	"V01-Y89"	403	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"	"Mar., 2019"	"2019/03"			3545	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2019"	"2019/04"	"Certain infectious and parasitic diseases"	"A00-B99"	53	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2019"	"2019/04"	"Neoplasms"	"C00-D48"	648	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2019"	"2019/04"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	12	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2019"	"2019/04"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	132	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2019"	"2019/04"	"Mental and behavioural disorders"	"F01-F99"	174	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2019"	"2019/04"	"Diseases of the nervous system"	"G00-G98"	285	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2019"	"2019/04"	"Diseases of the circulatory system"	"I00-I99"	867	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2019"	"2019/04"	"Diseases of the respiratory system"	"J00-J98"	345	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2019"	"2019/04"	"Diseases of the digestive system"	"K00-K92"	157	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2019"	"2019/04"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	11	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2019"	"2019/04"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	17	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2019"	"2019/04"	"Diseases of the genitourinary system"	"N00-N98"	67	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2019"	"2019/04"	"Certain conditions originating in the perinatal period"	"P00-P96"	15	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2019"	"2019/04"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	13	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2019"	"2019/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	17	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2019"	"2019/04"	"External causes of morbidity and mortality"	"V01-Y89"	413	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"	"Apr., 2019"	"2019/04"			3226	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2019"	"2019/05"	"Certain infectious and parasitic diseases"	"A00-B99"	61	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2019"	"2019/05"	"Neoplasms"	"C00-D48"	753	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2019"	"2019/05"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	18	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2019"	"2019/05"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	150	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2019"	"2019/05"	"Mental and behavioural disorders"	"F01-F99"	170	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2019"	"2019/05"	"Diseases of the nervous system"	"G00-G98"	294	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2019"	"2019/05"	"Diseases of the circulatory system"	"I00-I99"	888	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2019"	"2019/05"	"Diseases of the respiratory system"	"J00-J98"	311	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2019"	"2019/05"	"Diseases of the digestive system"	"K00-K92"	170	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2019"	"2019/05"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	19	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2019"	"2019/05"	"Diseases of the genitourinary system"	"N00-N98"	56	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2019"	"2019/05"	"Certain conditions originating in the perinatal period"	"P00-P96"	13	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2019"	"2019/05"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	11	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2019"	"2019/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	20	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2019"	"2019/05"	"External causes of morbidity and mortality"	"V01-Y89"	371	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"	"May, 2019"	"2019/05"			3316	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2019"	"2019/06"	"Certain infectious and parasitic diseases"	"A00-B99"	47	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2019"	"2019/06"	"Neoplasms"	"C00-D48"	664	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2019"	"2019/06"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	146	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2019"	"2019/06"	"Mental and behavioural disorders"	"F01-F99"	141	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2019"	"2019/06"	"Diseases of the nervous system"	"G00-G98"	243	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2019"	"2019/06"	"Diseases of the circulatory system"	"I00-I99"	838	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2019"	"2019/06"	"Diseases of the respiratory system"	"J00-J98"	316	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2019"	"2019/06"	"Diseases of the digestive system"	"K00-K92"	171	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2019"	"2019/06"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	21	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2019"	"2019/06"	"Diseases of the genitourinary system"	"N00-N98"	62	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2019"	"2019/06"	"Certain conditions originating in the perinatal period"	"P00-P96"	11	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2019"	"2019/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	18	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2019"	"2019/06"	"External causes of morbidity and mortality"	"V01-Y89"	410	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"	"Jun., 2019"	"2019/06"			3111	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2019"	"2019/07"	"Certain infectious and parasitic diseases"	"A00-B99"	61	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2019"	"2019/07"	"Neoplasms"	"C00-D48"	668	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2019"	"2019/07"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	14	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2019"	"2019/07"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	133	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2019"	"2019/07"	"Mental and behavioural disorders"	"F01-F99"	154	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2019"	"2019/07"	"Diseases of the nervous system"	"G00-G98"	253	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2019"	"2019/07"	"Diseases of the circulatory system"	"I00-I99"	831	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2019"	"2019/07"	"Diseases of the respiratory system"	"J00-J98"	276	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2019"	"2019/07"	"Diseases of the digestive system"	"K00-K92"	160	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2019"	"2019/07"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	22	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2019"	"2019/07"	"Diseases of the genitourinary system"	"N00-N98"	58	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2019"	"2019/07"	"Certain conditions originating in the perinatal period"	"P00-P96"	13	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2019"	"2019/07"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	10	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2019"	"2019/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	23	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2019"	"2019/07"	"External causes of morbidity and mortality"	"V01-Y89"	449	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"	"Jul., 2019"	"2019/07"			3132	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2019"	"2019/08"	"Certain infectious and parasitic diseases"	"A00-B99"	50	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2019"	"2019/08"	"Neoplasms"	"C00-D48"	667	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2019"	"2019/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	150	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2019"	"2019/08"	"Mental and behavioural disorders"	"F01-F99"	146	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2019"	"2019/08"	"Diseases of the nervous system"	"G00-G98"	282	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2019"	"2019/08"	"Diseases of the circulatory system"	"I00-I99"	772	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2019"	"2019/08"	"Diseases of the respiratory system"	"J00-J98"	266	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2019"	"2019/08"	"Diseases of the digestive system"	"K00-K92"	182	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2019"	"2019/08"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	26	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2019"	"2019/08"	"Diseases of the genitourinary system"	"N00-N98"	47	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2019"	"2019/08"	"Certain conditions originating in the perinatal period"	"P00-P96"	13	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2019"	"2019/08"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	19	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2019"	"2019/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	23	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2019"	"2019/08"	"External causes of morbidity and mortality"	"V01-Y89"	430	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"	"Aug., 2019"	"2019/08"			3091	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2019"	"2019/09"	"Certain infectious and parasitic diseases"	"A00-B99"	76	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2019"	"2019/09"	"Neoplasms"	"C00-D48"	651	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2019"	"2019/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	132	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2019"	"2019/09"	"Mental and behavioural disorders"	"F01-F99"	136	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2019"	"2019/09"	"Diseases of the nervous system"	"G00-G98"	329	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2019"	"2019/09"	"Diseases of the circulatory system"	"I00-I99"	815	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2019"	"2019/09"	"Diseases of the respiratory system"	"J00-J98"	260	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2019"	"2019/09"	"Diseases of the digestive system"	"K00-K92"	162	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2019"	"2019/09"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	15	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2019"	"2019/09"	"Diseases of the genitourinary system"	"N00-N98"	76	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2019"	"2019/09"	"Certain conditions originating in the perinatal period"	"P00-P96"	16	Not Applicable	Not Applicable
