"Notes"	"State"	"State Code"	"Month"	"Month Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Delaware"	"10"	"Feb., 2018"	"2018/02"	"Diseases of the nervous system"	"G00-G98"	52	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2018"	"2018/02"	"Diseases of the circulatory system"	"I00-I99"	208	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2018"	"2018/02"	"Diseases of the respiratory system"	"J00-J98"	94	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2018"	"2018/02"	"Diseases of the digestive system"	"K00-K92"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2018"	"2018/02"	"Diseases of the genitourinary system"	"N00-N98"	20	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2018"	"2018/02"	"External causes of morbidity and mortality"	"V01-Y89"	11	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Feb., 2018"	"2018/02"			609	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2018"	"2018/03"	"Certain infectious and parasitic diseases"	"A00-B99"	16	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2018"	"2018/03"	"Neoplasms"	"C00-D48"	137	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2018"	"2018/03"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	21	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2018"	"2018/03"	"Mental and behavioural disorders"	"F01-F99"	40	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2018"	"2018/03"	"Diseases of the nervous system"	"G00-G98"	53	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2018"	"2018/03"	"Diseases of the circulatory system"	"I00-I99"	210	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2018"	"2018/03"	"Diseases of the respiratory system"	"J00-J98"	79	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2018"	"2018/03"	"Diseases of the digestive system"	"K00-K92"	29	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2018"	"2018/03"	"Diseases of the genitourinary system"	"N00-N98"	14	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2018"	"2018/03"	"External causes of morbidity and mortality"	"V01-Y89"	13	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Mar., 2018"	"2018/03"			620	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2018"	"2018/04"	"Certain infectious and parasitic diseases"	"A00-B99"	21	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2018"	"2018/04"	"Neoplasms"	"C00-D48"	140	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2018"	"2018/04"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	18	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2018"	"2018/04"	"Mental and behavioural disorders"	"F01-F99"	37	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2018"	"2018/04"	"Diseases of the nervous system"	"G00-G98"	48	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2018"	"2018/04"	"Diseases of the circulatory system"	"I00-I99"	190	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2018"	"2018/04"	"Diseases of the respiratory system"	"J00-J98"	74	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2018"	"2018/04"	"Diseases of the digestive system"	"K00-K92"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2018"	"2018/04"	"Diseases of the genitourinary system"	"N00-N98"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2018"	"2018/04"	"External causes of morbidity and mortality"	"V01-Y89"	17	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Apr., 2018"	"2018/04"			595	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2018"	"2018/05"	"Certain infectious and parasitic diseases"	"A00-B99"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2018"	"2018/05"	"Neoplasms"	"C00-D48"	136	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2018"	"2018/05"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2018"	"2018/05"	"Mental and behavioural disorders"	"F01-F99"	33	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2018"	"2018/05"	"Diseases of the nervous system"	"G00-G98"	49	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2018"	"2018/05"	"Diseases of the circulatory system"	"I00-I99"	190	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2018"	"2018/05"	"Diseases of the respiratory system"	"J00-J98"	49	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2018"	"2018/05"	"Diseases of the digestive system"	"K00-K92"	20	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2018"	"2018/05"	"Diseases of the genitourinary system"	"N00-N98"	22	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2018"	"2018/05"	"External causes of morbidity and mortality"	"V01-Y89"	17	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"May, 2018"	"2018/05"			556	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2018"	"2018/06"	"Certain infectious and parasitic diseases"	"A00-B99"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2018"	"2018/06"	"Neoplasms"	"C00-D48"	122	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2018"	"2018/06"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	20	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2018"	"2018/06"	"Mental and behavioural disorders"	"F01-F99"	37	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2018"	"2018/06"	"Diseases of the nervous system"	"G00-G98"	51	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2018"	"2018/06"	"Diseases of the circulatory system"	"I00-I99"	200	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2018"	"2018/06"	"Diseases of the respiratory system"	"J00-J98"	52	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2018"	"2018/06"	"Diseases of the genitourinary system"	"N00-N98"	21	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2018"	"2018/06"	"External causes of morbidity and mortality"	"V01-Y89"	10	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Jun., 2018"	"2018/06"			541	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2018"	"2018/07"	"Neoplasms"	"C00-D48"	121	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2018"	"2018/07"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2018"	"2018/07"	"Mental and behavioural disorders"	"F01-F99"	37	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2018"	"2018/07"	"Diseases of the nervous system"	"G00-G98"	50	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2018"	"2018/07"	"Diseases of the circulatory system"	"I00-I99"	192	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2018"	"2018/07"	"Diseases of the respiratory system"	"J00-J98"	64	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2018"	"2018/07"	"Diseases of the digestive system"	"K00-K92"	22	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2018"	"2018/07"	"Diseases of the genitourinary system"	"N00-N98"	20	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2018"	"2018/07"	"External causes of morbidity and mortality"	"V01-Y89"	10	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Jul., 2018"	"2018/07"			556	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2018"	"2018/08"	"Neoplasms"	"C00-D48"	122	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2018"	"2018/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	21	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2018"	"2018/08"	"Mental and behavioural disorders"	"F01-F99"	34	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2018"	"2018/08"	"Diseases of the nervous system"	"G00-G98"	58	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2018"	"2018/08"	"Diseases of the circulatory system"	"I00-I99"	175	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2018"	"2018/08"	"Diseases of the respiratory system"	"J00-J98"	68	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2018"	"2018/08"	"Diseases of the digestive system"	"K00-K92"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2018"	"2018/08"	"Diseases of the genitourinary system"	"N00-N98"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2018"	"2018/08"	"External causes of morbidity and mortality"	"V01-Y89"	14	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Aug., 2018"	"2018/08"			532	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2018"	"2018/09"	"Neoplasms"	"C00-D48"	114	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2018"	"2018/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	30	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2018"	"2018/09"	"Mental and behavioural disorders"	"F01-F99"	28	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2018"	"2018/09"	"Diseases of the nervous system"	"G00-G98"	57	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2018"	"2018/09"	"Diseases of the circulatory system"	"I00-I99"	165	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2018"	"2018/09"	"Diseases of the respiratory system"	"J00-J98"	52	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2018"	"2018/09"	"Diseases of the digestive system"	"K00-K92"	20	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2018"	"2018/09"	"Diseases of the genitourinary system"	"N00-N98"	20	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2018"	"2018/09"	"External causes of morbidity and mortality"	"V01-Y89"	17	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Sep., 2018"	"2018/09"			521	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2018"	"2018/10"	"Certain infectious and parasitic diseases"	"A00-B99"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2018"	"2018/10"	"Neoplasms"	"C00-D48"	144	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2018"	"2018/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	34	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2018"	"2018/10"	"Mental and behavioural disorders"	"F01-F99"	38	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2018"	"2018/10"	"Diseases of the nervous system"	"G00-G98"	51	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2018"	"2018/10"	"Diseases of the circulatory system"	"I00-I99"	171	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2018"	"2018/10"	"Diseases of the respiratory system"	"J00-J98"	66	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2018"	"2018/10"	"Diseases of the digestive system"	"K00-K92"	20	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2018"	"2018/10"	"Diseases of the genitourinary system"	"N00-N98"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2018"	"2018/10"	"External causes of morbidity and mortality"	"V01-Y89"	11	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Oct., 2018"	"2018/10"			575	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2018"	"2018/11"	"Certain infectious and parasitic diseases"	"A00-B99"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2018"	"2018/11"	"Neoplasms"	"C00-D48"	141	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2018"	"2018/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	22	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2018"	"2018/11"	"Mental and behavioural disorders"	"F01-F99"	42	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2018"	"2018/11"	"Diseases of the nervous system"	"G00-G98"	62	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2018"	"2018/11"	"Diseases of the circulatory system"	"I00-I99"	182	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2018"	"2018/11"	"Diseases of the respiratory system"	"J00-J98"	60	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2018"	"2018/11"	"Diseases of the digestive system"	"K00-K92"	16	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2018"	"2018/11"	"Diseases of the genitourinary system"	"N00-N98"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"Nov., 2018"	"2018/11"	"External causes of morbidity and mortality"	"V01-Y89"	18	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Nov., 2018"	"2018/11"			583	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2018"	"2018/12"	"Certain infectious and parasitic diseases"	"A00-B99"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2018"	"2018/12"	"Neoplasms"	"C00-D48"	148	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2018"	"2018/12"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	34	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2018"	"2018/12"	"Mental and behavioural disorders"	"F01-F99"	52	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2018"	"2018/12"	"Diseases of the nervous system"	"G00-G98"	60	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2018"	"2018/12"	"Diseases of the circulatory system"	"I00-I99"	201	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2018"	"2018/12"	"Diseases of the respiratory system"	"J00-J98"	65	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2018"	"2018/12"	"Diseases of the digestive system"	"K00-K92"	16	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2018"	"2018/12"	"Diseases of the genitourinary system"	"N00-N98"	25	Not Applicable	Not Applicable
	"Delaware"	"10"	"Dec., 2018"	"2018/12"	"External causes of morbidity and mortality"	"V01-Y89"	13	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Dec., 2018"	"2018/12"			639	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2019"	"2019/01"	"Certain infectious and parasitic diseases"	"A00-B99"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2019"	"2019/01"	"Neoplasms"	"C00-D48"	139	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2019"	"2019/01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	32	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2019"	"2019/01"	"Mental and behavioural disorders"	"F01-F99"	39	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2019"	"2019/01"	"Diseases of the nervous system"	"G00-G98"	53	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2019"	"2019/01"	"Diseases of the circulatory system"	"I00-I99"	206	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2019"	"2019/01"	"Diseases of the respiratory system"	"J00-J98"	70	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2019"	"2019/01"	"Diseases of the digestive system"	"K00-K92"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2019"	"2019/01"	"Diseases of the genitourinary system"	"N00-N98"	23	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jan., 2019"	"2019/01"	"External causes of morbidity and mortality"	"V01-Y89"	15	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Jan., 2019"	"2019/01"			617	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2019"	"2019/02"	"Certain infectious and parasitic diseases"	"A00-B99"	14	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2019"	"2019/02"	"Neoplasms"	"C00-D48"	118	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2019"	"2019/02"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	21	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2019"	"2019/02"	"Mental and behavioural disorders"	"F01-F99"	46	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2019"	"2019/02"	"Diseases of the nervous system"	"G00-G98"	53	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2019"	"2019/02"	"Diseases of the circulatory system"	"I00-I99"	192	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2019"	"2019/02"	"Diseases of the respiratory system"	"J00-J98"	58	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2019"	"2019/02"	"Diseases of the digestive system"	"K00-K92"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2019"	"2019/02"	"Diseases of the genitourinary system"	"N00-N98"	16	Not Applicable	Not Applicable
	"Delaware"	"10"	"Feb., 2019"	"2019/02"	"External causes of morbidity and mortality"	"V01-Y89"	15	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Feb., 2019"	"2019/02"			556	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2019"	"2019/03"	"Certain infectious and parasitic diseases"	"A00-B99"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2019"	"2019/03"	"Neoplasms"	"C00-D48"	147	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2019"	"2019/03"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	35	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2019"	"2019/03"	"Mental and behavioural disorders"	"F01-F99"	40	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2019"	"2019/03"	"Diseases of the nervous system"	"G00-G98"	44	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2019"	"2019/03"	"Diseases of the circulatory system"	"I00-I99"	234	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2019"	"2019/03"	"Diseases of the respiratory system"	"J00-J98"	64	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2019"	"2019/03"	"Diseases of the digestive system"	"K00-K92"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2019"	"2019/03"	"Diseases of the genitourinary system"	"N00-N98"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"Mar., 2019"	"2019/03"	"External causes of morbidity and mortality"	"V01-Y89"	19	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Mar., 2019"	"2019/03"			638	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2019"	"2019/04"	"Certain infectious and parasitic diseases"	"A00-B99"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2019"	"2019/04"	"Neoplasms"	"C00-D48"	124	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2019"	"2019/04"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2019"	"2019/04"	"Mental and behavioural disorders"	"F01-F99"	40	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2019"	"2019/04"	"Diseases of the nervous system"	"G00-G98"	42	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2019"	"2019/04"	"Diseases of the circulatory system"	"I00-I99"	197	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2019"	"2019/04"	"Diseases of the respiratory system"	"J00-J98"	50	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2019"	"2019/04"	"Diseases of the digestive system"	"K00-K92"	16	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2019"	"2019/04"	"Diseases of the genitourinary system"	"N00-N98"	14	Not Applicable	Not Applicable
	"Delaware"	"10"	"Apr., 2019"	"2019/04"	"External causes of morbidity and mortality"	"V01-Y89"	11	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Apr., 2019"	"2019/04"			538	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2019"	"2019/05"	"Certain infectious and parasitic diseases"	"A00-B99"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2019"	"2019/05"	"Neoplasms"	"C00-D48"	145	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2019"	"2019/05"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	22	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2019"	"2019/05"	"Mental and behavioural disorders"	"F01-F99"	26	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2019"	"2019/05"	"Diseases of the nervous system"	"G00-G98"	41	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2019"	"2019/05"	"Diseases of the circulatory system"	"I00-I99"	179	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2019"	"2019/05"	"Diseases of the respiratory system"	"J00-J98"	49	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2019"	"2019/05"	"Diseases of the digestive system"	"K00-K92"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2019"	"2019/05"	"Diseases of the genitourinary system"	"N00-N98"	21	Not Applicable	Not Applicable
	"Delaware"	"10"	"May, 2019"	"2019/05"	"External causes of morbidity and mortality"	"V01-Y89"	19	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"May, 2019"	"2019/05"			543	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2019"	"2019/06"	"Certain infectious and parasitic diseases"	"A00-B99"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2019"	"2019/06"	"Neoplasms"	"C00-D48"	119	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2019"	"2019/06"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	23	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2019"	"2019/06"	"Mental and behavioural disorders"	"F01-F99"	39	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2019"	"2019/06"	"Diseases of the nervous system"	"G00-G98"	29	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2019"	"2019/06"	"Diseases of the circulatory system"	"I00-I99"	182	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2019"	"2019/06"	"Diseases of the respiratory system"	"J00-J98"	61	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2019"	"2019/06"	"Diseases of the digestive system"	"K00-K92"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2019"	"2019/06"	"Diseases of the genitourinary system"	"N00-N98"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jun., 2019"	"2019/06"	"External causes of morbidity and mortality"	"V01-Y89"	22	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Jun., 2019"	"2019/06"			532	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2019"	"2019/07"	"Neoplasms"	"C00-D48"	129	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2019"	"2019/07"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	38	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2019"	"2019/07"	"Mental and behavioural disorders"	"F01-F99"	39	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2019"	"2019/07"	"Diseases of the nervous system"	"G00-G98"	35	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2019"	"2019/07"	"Diseases of the circulatory system"	"I00-I99"	180	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2019"	"2019/07"	"Diseases of the respiratory system"	"J00-J98"	62	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2019"	"2019/07"	"Diseases of the digestive system"	"K00-K92"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2019"	"2019/07"	"Diseases of the genitourinary system"	"N00-N98"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"Jul., 2019"	"2019/07"	"External causes of morbidity and mortality"	"V01-Y89"	19	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Jul., 2019"	"2019/07"			555	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2019"	"2019/08"	"Certain infectious and parasitic diseases"	"A00-B99"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2019"	"2019/08"	"Neoplasms"	"C00-D48"	136	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2019"	"2019/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	20	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2019"	"2019/08"	"Mental and behavioural disorders"	"F01-F99"	32	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2019"	"2019/08"	"Diseases of the nervous system"	"G00-G98"	47	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2019"	"2019/08"	"Diseases of the circulatory system"	"I00-I99"	205	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2019"	"2019/08"	"Diseases of the respiratory system"	"J00-J98"	53	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2019"	"2019/08"	"Diseases of the digestive system"	"K00-K92"	28	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2019"	"2019/08"	"Diseases of the genitourinary system"	"N00-N98"	24	Not Applicable	Not Applicable
	"Delaware"	"10"	"Aug., 2019"	"2019/08"	"External causes of morbidity and mortality"	"V01-Y89"	22	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Aug., 2019"	"2019/08"			583	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2019"	"2019/09"	"Certain infectious and parasitic diseases"	"A00-B99"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2019"	"2019/09"	"Neoplasms"	"C00-D48"	139	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2019"	"2019/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	25	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2019"	"2019/09"	"Mental and behavioural disorders"	"F01-F99"	34	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2019"	"2019/09"	"Diseases of the nervous system"	"G00-G98"	43	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2019"	"2019/09"	"Diseases of the circulatory system"	"I00-I99"	192	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2019"	"2019/09"	"Diseases of the respiratory system"	"J00-J98"	52	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2019"	"2019/09"	"Diseases of the digestive system"	"K00-K92"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"Sep., 2019"	"2019/09"	"Diseases of the genitourinary system"	"N00-N98"	16	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"	"Sep., 2019"	"2019/09"			540	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2019"	"2019/10"	"Neoplasms"	"C00-D48"	148	Not Applicable	Not Applicable
	"Delaware"	"10"	"Oct., 2019"	"2019/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	26	Not Applicable	Not Applicable
